date,image,đường trước nhà,số tầng,số phòng ngủ,chỗ để xe,diện tích,kích thước,hướng nhà,giá,địa chỉ
Hôm nay,/files/properties/2020/9/28/thumbnails/07014616-4314-ban-nha-trong-hem-quan-hai-ba-trung.jpg,3m,5 lầu,6 phòng ngủ,NULL, 60 m vuông, ---, _," 5,4 tỷ ","Đường Trần Khát Chân, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội"
Hôm nay,/files/properties/2020/9/29/thumbnails/07023422-5215-ban-nha-trong-hem-ha-noi.jpg,3m,5 lầu,4 phòng ngủ,NULL, 46 m vuông, ---, _," 3,3 tỷ ","Phố Lạc Trung, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội"
Hôm nay,/files/properties/2020/9/10/thumbnails/0hot-ban-nhanh-5388m2-nha-vuon-thi-tran-xuan-mai-chuong-my-gia-re-ca-vuon-cay-an-qua.jpg,20m,NULL,NULL,NULL, 5.388 m vuông, ---, _," 1,6 triệu / m","Quốc lộ 6, Thị trấn Xuân Mai, Huyện Chương Mỹ, Hà Nội"
Hôm nay,/files/properties/2020/9/29/thumbnails/07020493-4518-ban-nha-mat-tien-quan-hoang-mai-chinh-chu.jpg,6m,5 lầu,6 phòng ngủ,NULL, 55 m vuông, ---, _," 5,6 tỷ ","Đường Vĩnh Hưng, Phường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội"
Hôm nay,/files/properties/2020/9/24/thumbnails/06959534-3810-ban-nha-mat-tien-quan-dong-da.jpg,4m,5 lầu,4 phòng ngủ,NULL, 32 m vuông, ---, _," 5,6 tỷ ","Đường Đê La Thành, Phường Trung Phụng, Quận Đống Đa, Hà Nội"
Hôm nay,/files/properties/2019/10/11/thumbnails/20191011_113245_4865664_0.jpg,9m,5 lầu,6 phòng ngủ,NULL, 50 m vuông, ---, _," 8,55 tỷ ","Phố Hoàng Ngân, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/default.jpg,NULL,NULL,NULL,NULL, 38 m vuông, ---, _, 950 triệu ,"Đường Nam Dư Thượng, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội"
Hôm nay,/files/properties/2020/10/1/thumbnails/07034674-5826-ban-nha-trong-hem-quan-dong-da-chinh-chu.jpg,"2,5m",5 lầu,3 phòng ngủ,NULL, 37 m vuông, ---, _," 4,05 tỷ ","Đường Láng Hạ, Phường Láng Hạ, Quận Đống Đa, Hà Nội"
Hôm nay,/files/properties/2020/8/19/thumbnails/06769143-3418-ban-dat-tho-cu-dat-o-ha-noi-chinh-chu.jpg,3m,NULL,NULL,NULL, 43 m vuông," 3,9x11m", Tây," 1,15 tỷ ","Đường Phú Lương, Phường Phú Lương, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/8/24/thumbnails/06797265-1931-ban-dat-nen-lien-ke-dat-du-an-ha-noi-gia-re.jpg,12m,5 lầu,NULL,chỗ để xe, 50 m vuông, 0x0m, Tây Nam," 5,2 tỷ ","Đường Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/9/30/thumbnails/07033376-5526-ban-biet-thu-nha-lien-ke-ha-noi-gia-re.jpg,8m,5 lầu,4 phòng ngủ,chỗ để xe, 50 m vuông, 0x0m, Đông," 7,5 tỷ ","Đường Văn Khê, Phường La Khê, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/10/1/thumbnails/07038565-2612-ban-nha-mat-tien-ha-noi.jpg,12m,6 lầu,5 phòng ngủ,chỗ để xe, 60 m vuông, ---, _, 16 tỷ ,"Đường Nguyễn Thị Định, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/9/28/thumbnails/07013048-3023-ban-nha-mat-tien-quan-cau-giay.jpg,50m,4 lầu,5 phòng ngủ,NULL, 52 m vuông, ---, _, 20 tỷ ,"Đường Hoàng Quốc Việt, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/9/28/thumbnails/07013528-0626-ban-nha-mat-tien-quan-cau-giay.jpg,40m,7 lầu,8 phòng ngủ,NULL, 110 m vuông, ---, _, 44 tỷ ,"Đường Nguyễn Văn Huyên, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/10/1/thumbnails/0sieu-hiem-ban-nha-nguyen-trai-35m2-4-tang-ngo-o-to-tai-kd-dinh.jpg,5m,4 lầu,3 phòng ngủ,NULL, 35 m vuông, ---, _," 3,9 tỷ ","Đường Nguyễn Trãi, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/9/22/thumbnails/06980467-4944-ban-dat-tho-cu-dat-o-quan-cau-giay-chinh-chu.jpg,3m,NULL,NULL,NULL, 50 m vuông, ---, _," 5,3 tỷ ","Đường Nguyễn Khánh Toàn, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/6/24/thumbnails/06414276-1443-ban-nha-trong-hem-quan-ba-dinh-chinh-chu.jpg,3m,6 lầu,14 phòng ngủ,NULL, 187 m vuông, ---, _, 27 tỷ ,"Đường Đào Tấn, Phường Ngọc Khánh, Quận Ba Đình, Hà Nội"
Hôm nay,/files/properties/2019/6/4/thumbnails/20190604_101430_4530771_0.jpg,6m,5 lầu,4 phòng ngủ,NULL, 45 m vuông, ---, _," 6,2 tỷ ","Phố Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/9/30/thumbnails/07033167-4755-ban-nha-trong-hem-ha-noi.jpg,"2,8m",1 lầu,2 phòng ngủ,NULL, 49 m vuông, ---, _," 2,53 tỷ ","Đường Lĩnh Nam, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội"
Hôm nay,/files/properties/2020/4/23/thumbnails/05941695-5337-ban-nha-mat-tien-ha-noi-chinh-chu.jpg,7m,8 lầu,8 phòng ngủ,chỗ để xe, 100 m vuông, ---, _, 20 tỷ ,"Phố Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội"
Hôm nay,/files/properties/2020/9/29/thumbnails/07023259-3908-ban-nha-trong-hem-quan-ba-dinh-chinh-chu.jpg,4m,5 lầu,4 phòng ngủ,NULL, 45 m vuông," 7x6,4m", _," 7,5 tỷ ","Phố Đội cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội"
Hôm nay,/files/properties/2020/2/21/thumbnails/05810828-5050-ban-nha-mat-tien-quan-dong-da.jpg,10m,6 lầu,6 phòng ngủ,chỗ để xe, 56 m vuông," 5,8x9,5m", _," 14,5 tỷ ","Phố Pháo Đài Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội"
Hôm nay,/files/properties/2020/10/1/thumbnails/07033738-1051-ban-nha-mat-tien-ha-noi.jpg,4m,5 lầu,4 phòng ngủ,NULL, 45 m vuông, ---, _," 3,1 tỷ ","Đường Đức Thắng, Phường Đức Thắng, Quận Bắc Từ Liêm, Hà Nội"
Hôm nay,/files/properties/2020/10/1/thumbnails/07036821-3846-ban-dat-tho-cu-dat-o-huyen-gia-lam-gia-re.jpg,10m,NULL,NULL,NULL, 80 m vuông," 5,1x15m", _, 45 triệu / m,"Đường Kiêu Kỵ, Xã Kiêu Kỵ, Huyện Gia Lâm, Hà Nội"
Hôm nay,/files/properties/2020/10/1/thumbnails/07035933-2414-ban-dat-tho-cu-dat-o-huyen-thach-that-gia-re.jpg,8m,NULL,NULL,NULL, 120 m vuông, ---, _, 990 triệu ,"Tỉnh lộ 419, Xã Tân Xã, Huyện Thạch Thất, Hà Nội"
Hôm nay,/files/properties/2020/10/1/thumbnails/07036483-0533-ban-nha-mat-tien-ha-noi.jpg,20m,7 lầu,5 phòng ngủ,chỗ để xe, 65 m vuông," 6,2x11m", _," 16,5 tỷ ","Đường Thụy Khuê, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội"
Hôm nay,/files/properties/2020/9/23/thumbnails/06988223-1626-ban-biet-thu-nha-lien-ke-quan-long-bien-gia-re.jpg,6m,4 lầu,4 phòng ngủ,NULL, 120 m vuông, ---, _," 13,2 tỷ ","Đường Anh Đào, Phường Việt Hưng, Quận Long Biên, Hà Nội"
Hôm nay,/files/properties/2020/9/23/thumbnails/06988439-1014-ban-nha-mat-tien-ha-noi-gia-re.jpg,20m,7 lầu,6 phòng ngủ,chỗ để xe, 67 m vuông, 6x11m, _," 14,6 tỷ ","Phố Pháo Đài Láng, Phường Láng Hạ, Quận Đống Đa, Hà Nội"
Hôm nay,/files/properties/2020/9/20/thumbnails/06963910-4259-ban-nha-trong-hem-ha-noi.jpg,4m,5 lầu,4 phòng ngủ,NULL, 35 m vuông, 4x9m, _," 2,6 tỷ ","Đường Trương Định, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội"
Hôm nay,/files/properties/2020/9/20/thumbnails/06963866-3154-ban-nha-mat-tien-quan-hoang-mai-gia-re.jpg,6m,5 lầu,6 phòng ngủ,NULL, 55 m vuông, 4x12m, _," 3,9 tỷ ","Đường Trương Định, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội"
Hôm nay,/files/properties/2020/10/1/thumbnails/07036167-4030-ban-nha-trong-hem-ha-noi-chinh-chu.jpg,5m,4 lầu,3 phòng ngủ,NULL, 31 m vuông, ---, _," 3,9 tỷ ","Đường Nguyễn Trãi, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/default.jpg,7m,NULL,NULL,NULL, 150 m vuông, 9x16m, _, 15 tỷ ,"Phố Lê Trọng Tấn, Phường Khương Mai, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/9/27/thumbnails/07010223-1349-ban-nha-trong-hem-ha-noi.jpg,10m,4 lầu,4 phòng ngủ,NULL, 34 m vuông, ---, _," 5,7 tỷ ","Phố Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội"
Hôm nay,/files/properties/2020/9/28/thumbnails/07011766-2207-ban-nha-mat-tien-hoan-kiem-chinh-chu.jpg,20m,1 lầu,2 phòng ngủ,NULL, 62 m vuông, ---, _, 32 tỷ ,"Phố Huế, Phường Hàng Bài, Quận Hoàn Kiếm, Hà Nội"
Hôm nay,/files/properties/2020/9/26/thumbnails/07006391-3550-ban-nha-mat-tien-ha-noi.jpg,30m,6 lầu,6 phòng ngủ,NULL, 60 m vuông, ---, _, 29 tỷ ,"Phố Xã Đàn, Phường Nam Đồng, Quận Đống Đa, Hà Nội"
Hôm nay,/files/properties/2020/9/27/thumbnails/07010164-4527-ban-nha-mat-tien-quan-dong-da-gia-re.jpg,20m,4 lầu,4 phòng ngủ,NULL, 160 m vuông, ---, _," 52,5 tỷ ","Phố Thái Thịnh, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội"
Hôm nay,/files/properties/2020/10/1/thumbnails/07035363-4447-ban-biet-thu-nha-lien-ke-quan-cau-giay-gia-re.jpg,5m,5 lầu,5 phòng ngủ,chỗ để xe, 46 m vuông, ---, _," 8,7 tỷ / m","Phố Trần Quốc Hoàn, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/9/28/thumbnails/07013032-2747-ban-nha-mat-tien-ha-noi-chinh-chu.jpg,3m,5 lầu,4 phòng ngủ,chỗ để xe, 45 m vuông, 5x9m, _," 5,2 tỷ ","Đường Đào Tấn, Phường Cống Vị, Quận Ba Đình, Hà Nội"
Hôm nay,/files/properties/2020/10/1/thumbnails/07035272-3842-ban-nha-trong-hem-ha-noi-gia-re.jpg,4m,5 lầu,6 phòng ngủ,chỗ để xe, 40 m vuông, ---, _," 3,2 tỷ ","Đường Trương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội"
Hôm nay,/files/properties/2020/9/18/thumbnails/06951539-2021-ban-nha-trong-hem-ha-noi-chinh-chu.jpg,4m,5 lầu,3 phòng ngủ,NULL, 30 m vuông, ---, _," 2,95 tỷ ","Ngõ Gốc Đề, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội"
Hôm nay,/files/properties/2020/10/1/thumbnails/07034742-0241-ban-nha-trong-hem-ha-noi-chinh-chu.jpg,"2,5m",5 lầu,3 phòng ngủ,NULL, 38 m vuông, ---, _," 3,3 tỷ ","Phố Phạm Ngọc Thạch, Phường Kim Liên, Quận Đống Đa, Hà Nội"
Hôm nay,/files/properties/2020/9/27/thumbnails/07009186-0726-ban-nha-trong-hem-ha-noi-chinh-chu.jpg,3m,3 lầu,4 phòng ngủ,chỗ để xe, 35 m vuông, ---, _," 2,55 tỷ ","Đường Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/9/29/thumbnails/07021073-2834-ban-nha-trong-hem-ha-noi.jpg,10m,4 lầu,4 phòng ngủ,NULL, 68 m vuông, ---, _," 7,8 tỷ ","Phố Nguyễn Thái Học, Phường Điện Biên, Quận Ba Đình, Hà Nội"
Hôm nay,/files/properties/2020/9/29/thumbnails/07021182-3643-ban-nha-trong-hem-ha-noi-chinh-chu.jpg,10m,4 lầu,4 phòng ngủ,NULL, 68 m vuông, ---, _," 7,777 tỷ ","Phố Nguyễn Thái Học, Phường Điện Biên, Quận Ba Đình, Hà Nội"
Hôm nay,/files/properties/2020/9/30/thumbnails/07029750-0944-ban-biet-thu-nha-lien-ke-ha-noi-gia-re.jpg,10m,5 lầu,8 phòng ngủ,chỗ để xe, 110 m vuông, ---, _, 24 tỷ ,"Phố Vạn Bảo, Phường Liễu Giai, Quận Ba Đình, Hà Nội"
Hôm nay,/files/properties/2020/9/30/thumbnails/07029934-0755-ban-nha-mat-tien-quan-thanh-xuan-chinh-chu.jpg,12m,3 lầu,4 phòng ngủ,chỗ để xe, 70 m vuông, 5x14m, Tây Bắc, 7 tỷ ,"Phố Lê Trọng Tấn, Phường Khương Mai, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/10/1/thumbnails/07008973-3145-ban-nha-trong-hem-ha-noi.jpg,4m,5 lầu,4 phòng ngủ,chỗ để xe, 40 m vuông, ---, _," 5,4 tỷ / m","Đường Hoàng Công Chất, Phường Cầu Diễn, Quận Nam Từ Liêm, Hà Nội"
Hôm nay,/files/properties/2020/9/30/thumbnails/07032965-4207-ban-nha-mat-tien-quan-dong-da.jpg,12m,6 lầu,6 phòng ngủ,chỗ để xe, 128 m vuông, 6x21m, _," 21,5 tỷ ","Phố Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội"
Hôm nay,/files/properties/2020/9/28/thumbnails/07017566-1009-ban-nha-mat-tien-ha-noi.jpg,8m,8 lầu,6 phòng ngủ,NULL, 70 m vuông, ---, _," 14,5 tỷ ","Phố Pháo Đài Láng, Phường Láng Hạ, Quận Đống Đa, Hà Nội"
Hôm nay,/files/properties/2020/7/20/thumbnails/06579341-5739-ban-nha-mat-tien-quan-hoang-mai-chinh-chu.jpg,20m,4 lầu,6 phòng ngủ,NULL, 288 m vuông, ---, _, 39 tỷ ,"Đường Tam Trinh, Phường Trần Phú, Quận Hoàng Mai, Hà Nội"
Hôm nay,/files/properties/2020/5/29/thumbnails/06246183-0638-ban-nha-mat-tien-ha-noi.jpg,20m,3 lầu,6 phòng ngủ,NULL, 241 m vuông, ---, _, 23 tỷ ,"Đường Yên Sở, Phường Yên Sở, Quận Hoàng Mai, Hà Nội"
Hôm nay,/files/properties/2020/3/20/thumbnails/05959139-3746-ban-nha-mat-tien-ha-noi-gia-re.jpg,8m,5 lầu,4 phòng ngủ,NULL, 35 m vuông, ---, _," 5,45 tỷ ","Phố Kim Đồng, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội"
Hôm nay,/files/properties/2020/9/22/thumbnails/06977068-5847-ban-nha-mat-tien-ha-noi-chinh-chu.jpg,7m,2 lầu,2 phòng ngủ,NULL, 104 m vuông, ---, _," 12,3 tỷ ","Phố Kim Đồng, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội"
Hôm nay,/files/properties/2020/9/22/thumbnails/06974667-3628-ban-nha-mat-tien-ha-noi.jpg,10m,4 lầu,6 phòng ngủ,NULL, 110 m vuông, ---, _," 7,9 tỷ ","Đường Khuyến Lương, Phường Trần Phú, Quận Hoàng Mai, Hà Nội"
Hôm nay,/files/properties/2020/9/14/thumbnails/06926001-4237-ban-nha-mat-tien-ha-noi-chinh-chu.jpg,12m,3 lầu,4 phòng ngủ,NULL, 97 m vuông, ---, _," 8,95 tỷ ","Đường Tam Trinh, Phường Mai Động, Quận Hoàng Mai, Hà Nội"
Hôm nay,/files/properties/2020/4/29/thumbnails/06090131-3640-ban-nha-mat-tien-quan-hoang-mai-chinh-chu.jpg,15m,4 lầu,6 phòng ngủ,NULL, 172 m vuông, ---, _, 24 tỷ ,"Đường Tam Trinh, Phường Yên Sở, Quận Hoàng Mai, Hà Nội"
Hôm nay,/files/properties/2020/9/27/thumbnails/07010584-3101-ban-nha-mat-tien-quan-hoang-mai-gia-re.jpg,8m,4 lầu,5 phòng ngủ,NULL, 60 m vuông, ---, _," 6,55 tỷ ","Đường Yên Sở, Phường Yên Sở, Quận Hoàng Mai, Hà Nội"
Hôm nay,/files/properties/2020/9/30/thumbnails/07032753-1522-ban-nha-mat-tien-quan-long-bien.jpg,6m,6 lầu,5 phòng ngủ,NULL, 47 m vuông, ---, _," 4,9 tỷ ","Đường Thạch Bàn, Phường Thạch Bàn, Quận Long Biên, Hà Nội"
30/09/2020,/files/properties/2020/9/30/thumbnails/07032878-0920-ban-nha-trong-hem-quan-cau-giay-chinh-chu.jpg,6m,5 lầu,5 phòng ngủ,NULL, 56 m vuông," 3,7x14,8m", _," 6,9 tỷ ","Phố Doãn Kế Thiện, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội"
30/09/2020,/files/properties/2020/9/30/thumbnails/07032813-4237-ban-nha-trong-hem-quan-cau-giay.jpg,3m,5 lầu,3 phòng ngủ,NULL, 30 m vuông, ---, _," 2,65 tỷ ","Đường Hoàng Quốc Việt, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
30/09/2020,/files/properties/2020/9/30/thumbnails/07032715-5848-ban-nha-mat-tien-ha-noi.jpg,30m,1 lầu,1 phòng ngủ,chỗ để xe, 115 m vuông, ---, _," 8,5 tỷ ","Phố Đặng Văn Ngữ, Phường Nam Đồng, Quận Đống Đa, Hà Nội"
30/09/2020,/files/properties/2020/9/30/thumbnails/07026125-5755-ban-nha-mat-tien-quan-dong-da.jpg,6m,4 lầu,5 phòng ngủ,chỗ để xe, 32 m vuông," 3,5x10m", _," 4,2 tỷ ","Phố Thái Hà, Phường Láng Hạ, Quận Đống Đa, Hà Nội"
30/09/2020,/files/properties/2020/9/9/thumbnails/06891671-1238-ban-nha-mat-tien-ha-noi.jpg,4m,5 lầu,4 phòng ngủ,NULL, 38 m vuông, ---, Đông Nam," 3,55 tỷ ","Đường Định Công, Phường Định Công, Quận Hoàng Mai, Hà Nội"
30/09/2020,/files/properties/2020/9/29/thumbnails/06891928-0956-ban-nha-mat-tien-quan-thanh-xuan-chinh-chu.jpg,4m,5 lầu,4 phòng ngủ,NULL, 38 m vuông, ---, Đông," 3,55 tỷ ","Đường Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội"
30/09/2020,/files/properties/2020/9/25/thumbnails/0muon-to-dep-thi-ve-yen-nghia-ha-dong-65m2-chi-2-3-ty.jpg,3m,3 lầu,5 phòng ngủ,NULL, 65 m vuông," 5,3x12,3m", Đông Bắc," 2,3 tỷ ","Đường Nghĩa Lộ, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội"
30/09/2020,/files/properties/2020/9/30/thumbnails/0nha-35m2-du-4-tang-oto-kd-dau-duong-vu-trong-phung-ng-trai-can-ban-gap-sieu-re-3-ty-9.jpg,10m,5 lầu,4 phòng ngủ,NULL, 35 m vuông, 7x5m, _," 3,9 tỷ ","Đường Nguyễn Trãi, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội"
30/09/2020,/files/properties/2020/5/1/thumbnails/0ban-nha-tam-trinh-o-to-tranh-kinh-doanh-tot-dt-42m2x5-tang-gia-4-5-ty.jpg,6m,5 lầu,4 phòng ngủ,chỗ để xe, 42 m vuông," 3,7x11,3m", Tây Bắc," 4,5 tỷ ","Đường Tam Trinh, Phường Yên Sở, Quận Hoàng Mai, Hà Nội"
30/09/2020,/files/properties/2020/9/4/thumbnails/20200904_025432_6864048_0.jpg,NULL,NULL,NULL,NULL, 70 m vuông, ---, _," 6,2 tỷ ","Đường Lê Duẩn, Phường Khâm Thiên, Quận Đống Đa, Hà Nội"
30/09/2020,/files/properties/2020/9/24/thumbnails/20200924_030403_6993700_0.jpg,NULL,NULL,NULL,NULL, 40 m vuông, ---, _," 4,2 tỷ ","Phố Quan Nhân, Quận Thanh Xuân, Hà Nội"
30/09/2020,/files/properties/2020/9/24/thumbnails/20200924_042225_6994539_0.jpg,NULL,NULL,NULL,NULL, KXĐ vuông, ---, _," 3,2 tỷ ","Đường Phạm Văn Đồng, Phường Cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội"
30/09/2020,/files/properties/2020/9/30/thumbnails/07026492-2804-ban-nha-trong-hem-quan-dong-da-chinh-chu.jpg,3m,7 lầu,16 phòng ngủ,NULL, 70 m vuông, 5x14m, _," 8,1 tỷ ","Phố Đông Tác, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội"
30/09/2020,/files/properties/2020/8/14/thumbnails/06741368-1448-ban-nha-mat-tien-quan-thanh-xuan-chinh-chu.jpg,20m,4 lầu,4 phòng ngủ,chỗ để xe, 70 m vuông, 5x12m, _, 21 tỷ ,"Đường Vũ Trọng Phụng, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội"
30/09/2020,/files/properties/2020/9/30/thumbnails/07026112-3947-ban-nha-trong-hem-ha-noi-gia-re.jpg,4m,4 lầu,4 phòng ngủ,chỗ để xe, 65 m vuông, ---, _," 10,699 tỷ ","Phố Hoàng Cầu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội"
30/09/2020,/files/properties/2020/9/30/thumbnails/07026104-3009-ban-nha-trong-hem-quan-dong-da.jpg,4m,4 lầu,4 phòng ngủ,chỗ để xe, 67 m vuông, ---, _, 10 tỷ ,"Phố Hào Nam, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội"
29/09/2020,/files/properties/default.jpg,5m,4 lầu,4 phòng ngủ,NULL, 40 m vuông, 4x10m, _," 4,2 tỷ ","Phố Hoa Bằng, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội"
29/09/2020,/files/properties/2020/9/29/thumbnails/07023947-3914-ban-nha-mat-tien-quan-long-bien-chinh-chu.jpg,10m,5 lầu,6 phòng ngủ,chỗ để xe, 65 m vuông, 5x12m, _," 6,8 tỷ ","Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội"
29/09/2020,/files/properties/2020/9/29/thumbnails/07023131-3029-ban-phong-tro-nha-tro-ha-noi-gia-re.jpg,3m,5 lầu,9 phòng ngủ,NULL, 65 m vuông, ---, Đông," 4,8 tỷ ","Đường Phùng Khoang, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội"
29/09/2020,/files/properties/2020/9/29/thumbnails/07021351-4830-ban-nha-trong-hem-quan-long-bien-chinh-chu.jpg,3m,4 lầu,3 phòng ngủ,chỗ để xe, 35 m vuông, 4x8m, _," 2,3 tỷ ","Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội"
29/09/2020,/files/properties/2020/9/29/thumbnails/07021519-0153-ban-nha-trong-hem-ha-noi-chinh-chu.jpg,3m,4 lầu,12 phòng ngủ,NULL, 70 m vuông, 6x12m, _," 7,9 tỷ ","Đường Kim Liên, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội"
29/09/2020,/files/properties/2020/9/28/thumbnails/20200928_090113_7012692_0.jpg,NULL,NULL,NULL,NULL, 90 m vuông, ---, _," 2,45 tỷ ","Đường Phú Đô, Quận Nam Từ Liêm, Hà Nội"
28/09/2020,/files/properties/2020/9/28/thumbnails/07015407-1209-ban-nha-trong-hem-ha-noi-gia-re.jpg,3m,3 lầu,3 phòng ngủ,chỗ để xe, 74 m vuông, ---, _," 4,3 tỷ ","Đường Lê Đức Thọ, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội"
28/09/2020,/files/properties/2020/9/28/thumbnails/07015372-0929-ban-nha-trong-hem-quan-hai-ba-trung-gia-re.jpg,"1,6m",5 lầu,3 phòng ngủ,NULL, 32 m vuông, 4x8m, Nam," 3,7 tỷ ","Phố Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội"
26/09/2020,/files/properties/2020/9/26/thumbnails/07008326-4405-ban-nha-mat-tien-quan-dong-da-gia-re.jpg,3m,3 lầu,3 phòng ngủ,NULL, 138 m vuông, ---, _, 21 tỷ ,"Phố Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội"
26/09/2020,/files/properties/2020/9/26/thumbnails/07007793-0010-ban-nha-trong-hem-ha-noi.jpg,6m,4 lầu,4 phòng ngủ,NULL, 55 m vuông, ---, _, 6 tỷ ,"Phố Hoàng Văn Thái, Phường Khương Trung, Quận Thanh Xuân, Hà Nội"
26/09/2020,/files/properties/2020/9/26/thumbnails/07007253-3145-ban-nha-trong-hem-quan-cau-giay-gia-re.jpg,4m,4 lầu,4 phòng ngủ,chỗ để xe, 56 m vuông, ---, _, 10 tỷ ,"Phố Trung Kính, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội"
25/09/2020,/files/properties/2020/9/10/thumbnails/20200910_032702_6902335_0.jpg,NULL,NULL,NULL,NULL, 168 m vuông, ---, Tây," 2,5 tỷ ","Phường Biên Giang, Quận Hà Đông, Hà Nội"
24/09/2020,/files/properties/2020/8/19/thumbnails/06768439-3608-ban-nha-mat-tien-ha-noi-chinh-chu.jpg,15m,NULL,NULL,NULL, 295 m vuông, ---, _, Thỏa thuận,"Phố Hàng Bạc, Phường Hàng Bạc, Quận Hoàn Kiếm, Hà Nội"
23/09/2020,/files/properties/2020/9/23/thumbnails/20200923_102125_595473_0.jpg,NULL,12 lầu,2 phòng ngủ,chỗ để xe, 70 m vuông, ---, _," 2,06 tỷ ","Xã Đa Tốn, Huyện Gia Lâm, Hà Nội"
18/09/2020,/files/properties/2020/9/21/thumbnails/0ban-nha-hong-mai-38m2-x-4-tang-cach-o-to-20m-gia-chi-2-75-ty.jpg,3m,5 lầu,3 phòng ngủ,chỗ để xe, 38 m vuông, ---, _," 2,75 tỷ ","Phố Hồng Mai, Phường Quỳnh Lôi, Quận Hai Bà Trưng, Hà Nội"
Hôm nay,/files/properties/2020/9/30/thumbnails/07030961-5306-ban-nha-trong-hem-quan-hoang-mai.jpg,10m,4 lầu,5 phòng ngủ,NULL, 45 m vuông, ---, _," 4,5 tỷ ","Đường Lĩnh Nam, Phường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội"
Hôm nay,/files/properties/2020/10/1/thumbnails/07038670-3817-ban-nha-trong-hem-ha-noi-gia-re.jpg,"2,5m",4 lầu,4 phòng ngủ,chỗ để xe, 60 m vuông, 4x15m, _," 4,7 tỷ ","Đường Trần Bình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội"
